provider_id,provider_name,provider_type,provider_website,source_title,source_link,source_type,student_type,study_stage,fee_year,matched_keywords,source_score,last_checked,http_status,notes,validation_status,validation_score,validation_reason,validated_title,validated_student_type,validated_study_stage,validated_fee_year,final_url,content_type,page_snippet,display_title,display_student_type,display_fee_year,canonical_source_link,refined_bucket,refined_reason,refined_score,source_quality
6034.0,MAST Academy,Private Training Establishment,http://www.mastacademy.com/,Fees,https://www.mastacademy.com/fees,HTML,Unknown,Unknown,Unknown,fee;fees,36,2026-05-14,200,[clean] direct fee HTML page,validated,96,"text_kw:fee;text_kw:fees;text_kw:cost;text_kw:costs;strong_text:\bfees?\b.{0,60}\b202[0-9]\b;money_signal;year_signal;student_type_signal",Fees - MAST Academy,Unknown,Certificate/Diploma/Foundation,Unknown,https://www.mastacademy.com/fees,text/html; charset=UTF-8,--> Fees - MAST Academy top of page Courses Pre-Trade Marine Composites Marina Industrial Textiles Post-Trade Business & Leadership Workplace Trainer Learner Pathways School to Work Employers Information Career Pathway Virtual Expo Ne,Fees - MAST Academy,Unknown,Unknown,https://mastacademy.com/fees,clean,direct fee HTML page,101.0,clean
6010.0,Manukau Institute of Technology,Institute of Technology/Polytechnic,http://www.manukau.ac.nz/,Fees and study costs,https://www.manukau.ac.nz/study/apply-and-enrol/fees-and-study-costs,HTML,Unknown,Unknown,Unknown,fee;fees;cost;costs;study cost;study costs,93,2026-05-14,200,[clean] direct fee HTML page,validated,96,text_kw:fee;text_kw:fees;text_kw:cost;text_kw:costs;text_kw:study cost;text_kw:study costs;strong_text:\bstudy\s+costs?\b;student_type_signal,Fees and Study Costs | Manukau Institute of Technology,Unknown,Unknown,Unknown,https://www.manukau.ac.nz/study/apply-and-enrol/fees-and-study-costs/,text/html; charset=UTF-8,"Fees and Study Costs | Manukau Institute of Technology window._monsido = window._monsido || { token: ""5dWlrGq2HmNrqqeGgzvTRg"", statistics: { enabled: true, cookieLessTracking: false, documentTracking: { enabled: true, documentCls: ""monsido_down",Fees and Study Costs | Manukau Institute of Technology,Unknown,Unknown,https://manukau.ac.nz/study/apply-and-enrol/fees-and-study-costs,clean,direct fee HTML page,101.0,clean
6004.0,Manukau Institute of Technology and Unitec,Institute of Technology/Polytechnic,http://www.unitec.ac.nz/,https://www.unitec.ac.nz/international/study-with-us/international-fees/,https://www.unitec.ac.nz/international/study-with-us/international-fees/,HTML,International,Unknown,Unknown,fee;fees;tuition;cost;costs;international fees;tuition fee,44,2026-05-14,200,[clean] direct fee HTML page,validated,54,"text_kw:fee;text_kw:fees;text_kw:international fees;strong_text:\b202[0-9]\b.{0,60}\bfees?\b;strong_text:\bfees?\b.{0,60}\b202[0-9]\b;year_signal;student_type_signal;negative_content",International fees 2026 – Unitec,International,Unknown,2026,https://www.unitec.ac.nz/international/study-with-us/international-fees/,text/html; charset=UTF-8,"ivacy Suppliers Site Map International fees 2026 Call us now on 0800 10 95 10 Order Brochure Apply Now Home > International > Study with us > International fees 2026 This page provides an overview of fees for international students at Unitec. Tuition fees vary by programme and may change each academic year. In addition to tuition, you should budget for living expenses and other costs you might incur in New Zealand. You can also refer to the International Fees document (soon to come). On this page",International fees 2026 – Unitec,International,2026,https://unitec.ac.nz/international/study-with-us/international-fees,clean,direct fee HTML page,59.0,clean
7003.0,Massey University,University,http://www.massey.ac.nz/,Non-tuition fees,https://www.massey.ac.nz/study/fees-and-funding/non-tuition-fees/,HTML,Unknown,Unknown,Unknown,fee;fees;tuition;tuition fee,69,2026-05-15,200,[clean] direct fee HTML page,validated,126,"text_kw:fee;text_kw:fees;text_kw:tuition;text_kw:cost;text_kw:costs;text_kw:tuition fee;strong_text:\btuition\s+fees?\b;strong_text:\b202[0-9]\b.{0,60}\bfees?\b;strong_text:\bfees?\b.{0,60}\b202[0-9]\b;money_signal;year_signal;student_type_signal;negative_content",Non-tuition fees - Massey University,Unknown,Unknown,Unknown,https://www.massey.ac.nz/study/fees-and-funding/non-tuition-fees/,text/html; charset=utf-8,Non-tuition fees - Massey University You are using an outdated browser. Please upgrade your browser to improve your experience. We use cookies to help us understand how you use our website so we can improve your experience. Visit our Website Privacy Statement,Non-tuition fees - Massey University,Unknown,Unknown,https://massey.ac.nz/study/fees-and-funding/non-tuition-fees,clean,direct fee HTML page,131.0,clean
7003.0,Massey University,University,http://www.massey.ac.nz/,Domestic students' tuition fees,https://www.massey.ac.nz/study/fees-and-funding/tuition-fees-for-domestic-students/,HTML,Domestic,Unknown,Unknown,fee;fees;tuition;tuition fee,77,2026-05-15,200,[clean] direct fee HTML page,validated,86,text_kw:fee;text_kw:fees;text_kw:tuition;text_kw:payment;text_kw:tuition fee;strong_text:\btuition\s+fees?\b;student_type_signal,Tuition fees for domestic students - Massey University,Domestic,Unknown,Unknown,https://www.massey.ac.nz/study/fees-and-funding/tuition-fees-for-domestic-students/,text/html; charset=utf-8,Tuition fees for domestic students - Massey University You are using an outdated browser. Please upgrade your browser to improve your experience. We use cookies to help us understand how you use our website so we can improve your experience. Visit our Web,Tuition fees for domestic students - Massey University,Domestic,Unknown,https://massey.ac.nz/study/fees-and-funding/tuition-fees-for-domestic-students,clean,direct fee HTML page,91.0,clean
7003.0,Massey University,University,http://www.massey.ac.nz/,International students' tuition fees,https://www.massey.ac.nz/study/fees-and-funding/tuition-fees-for-international-students/,HTML,International,Unknown,Unknown,fee;fees;tuition;tuition fee,77,2026-05-15,200,[clean] direct fee HTML page,validated,46,text_kw:fee;text_kw:fees;text_kw:tuition;text_kw:cost;text_kw:payment;text_kw:tuition fee;strong_text:\btuition\s+fees?\b;student_type_signal;negative_content,Tuition fees for international students - Massey University,International,Unknown,Unknown,https://www.massey.ac.nz/study/fees-and-funding/tuition-fees-for-international-students/,text/html; charset=utf-8,Tuition fees for international students - Massey University You are using an outdated browser. Please upgrade your browser to improve your experience. We use cookies to help us understand how you use our website so we can improve your experience. Visit our,Tuition fees for international students - Massey University,International,Unknown,https://massey.ac.nz/study/fees-and-funding/tuition-fees-for-international-students,clean,direct fee HTML page,51.0,clean
8192.0,Media Design School Limited,Private Training Establishment,http://www.mediadesignschool.com/,Fees Information,https://www.mediadesignschool.com/about/fees-information,HTML,Unknown,Unknown,Unknown,fee;fees;tuition;tuition fee,36,2026-05-18,200,[clean] direct fee HTML page,validated,46,text_kw:fee;text_kw:fees;text_kw:tuition;text_kw:cost;text_kw:costs;text_kw:tuition fee;strong_text:\btuition\s+fees?\b;student_type_signal;negative_content,Tuition Fees Information | Media Design School at Strayer,Unknown,Unknown,Unknown,https://www.mediadesignschool.com/about/fees-information,text/html; charset=UTF-8,Tuition Fees Information | Media Design School at Strayer Skip to main content Rapunga / Search Apply Main navigation Ngā akoranga Courses AREA OF STUDY 3D Animation & VFX Artificial Intelligence Creative Advertising Game Art & Game Progr,Tuition Fees Information | Media Design School at Strayer,Unknown,Unknown,https://mediadesignschool.com/about/fees-information,clean,direct fee HTML page,51.0,clean
7402.0,National Trade Academy Limited,Private Training Establishment,http://www.nta.co.nz/,International Students,https://www.nta.co.nz/international-student-info/course-fees-and-living-costs/,HTML,International,Unknown,Unknown,fee;fees;tuition;cost;costs;course fee;course fees;tuition fee,85,2026-05-18,200,[clean] direct fee HTML page,validated,108,text_kw:fee;text_kw:fees;text_kw:tuition;text_kw:cost;text_kw:costs;text_kw:course fee;text_kw:course fees;text_kw:tuition fee;strong_text:\btuition\s+fees?\b;strong_text:\bcourse\s+fees?\b;money_signal;student_type_signal;negative_content,"Course Fees, Costs and Basic Info - National Trade Academy",International,Certificate/Diploma/Foundation,Unknown,https://www.nta.co.nz/international-student-info/course-fees-and-living-costs/,text/html; charset=utf-8,"Internacionales (PDF) International Enquiry Form International Course Fees Fees are subject to change at any time. (To view all possible courses, see Course Options. ) Farming - New Zealand Certificate in Primary Industry Skills (Agriculture) Level 2 Tuition fee: NZ$ 6,300 (12 weeks) Course material fee: NZ$ 435 Registration Fee: NZ$ 425 Click here for Primary Industries Level 2 info Farming - New Zealand Certificate in Agriculture (Farming Systems) Level 3 Tuition Fee: NZ$ 11,816 (30+4 weeks) Cour","Course Fees, Costs and Basic Info - National Trade Academy",International,Unknown,https://nta.co.nz/international-student-info/course-fees-and-living-costs,clean,direct fee HTML page,113.0,clean
6012.0,Northtec,Institute of Technology/Polytechnic,http://www.northtec.ac.nz/,Fees,https://www.northtec.ac.nz/info/fees-and-study-costs,HTML,Unknown,Unknown,Unknown,fee;fees;tuition;cost;costs;study cost;study costs;course fee;course fees;levy,77,2026-05-14,200,[clean] direct fee HTML page,validated,166,"text_kw:fee;text_kw:fees;text_kw:tuition;text_kw:cost;text_kw:costs;text_kw:study cost;text_kw:study costs;text_kw:course fee;text_kw:course fees;text_kw:levy;strong_text:\bstudy\s+costs?\b;strong_text:\bcourse\s+fees?\b;strong_text:\bfees?\b.{0,60}\b202[0-9]\b;money_signal;year_signal;student_type_signal;negative_content",Fees and Study Costs - NorthTec,Domestic,Unknown,Unknown,https://www.northtec.ac.nz/info/fees-and-study-costs,text/html; charset=utf-8,"All costs found on this website and in brochures are indicative course fees only and exclude the Compulsory Student Services Fee (CSSF) levy. Course Fees These fees indicate the cost payable by students to enter into study programmes at NorthTec, including tuition, class materials and result reporting fees. Unless otherwise stated, the fees shown are for domestic students only and in New Zealand dollars. For programmes longer than one academic year in duration, the fees quoted are for the first year. Final stu",Fees and Study Costs - NorthTec,Domestic,Unknown,https://northtec.ac.nz/info/fees-and-study-costs,clean,direct fee HTML page,171.0,clean
7012.0,Omne Marine Training Centre Limited,Private Training Establishment,http://www.omnemarine.co.nz/,Course Fees and 2026 Schedule,https://omnemarine.co.nz/training/course-fees-and-2026-schedule/,HTML,Unknown,Unknown,2026,fee;fees;course fee;course fees,112,2026-05-15,200,[clean] direct fee HTML page,validated,104,"text_kw:fee;text_kw:fees;text_kw:course fee;text_kw:course fees;text_kw:domestic fees;strong_text:\bcourse\s+fees?\b;strong_text:\b202[0-9]\b.{0,60}\bfees?\b;strong_text:\bfees?\b.{0,60}\b202[0-9]\b;year_signal;student_type_signal;negative_content",Course Fees and 2026 Schedule - Omne Marine Group,Unknown,Unknown,2026,https://omnemarine.co.nz/training/course-fees-and-2026-schedule/,text/html; charset=UTF-8,Course Fees and 2026 Schedule - Omne Marine Group Home About Us Services Diving System Management and Mobilization Support Service Hyperbaric Tunnelling Support Project Management and Client Representatives Remotely Operated Vehicles (ROVs) SEMOR ROV’,Course Fees and 2026 Schedule - Omne Marine Group,Unknown,2026,https://omnemarine.co.nz/training/course-fees-and-2026-schedule,clean,direct fee HTML page,109.0,clean
9520.0,Te Rito Maioha Early Childhood New Zealand,Private Training Establishment,http://www.ecnz.ac.nz/,Learn More,https://www.ecnz.ac.nz/domestic-fees,HTML,Domestic,Unknown,Unknown,fee;fees;tuition;domestic fees;tuition fee,44,2026-05-19,200,[clean] direct fee HTML page,validated,46,text_kw:fee;text_kw:fees;text_kw:international fees;text_kw:domestic fees;student_type_signal,Domestic Fees,Domestic,Unknown,2026,https://www.ecnz.ac.nz/domestic-fees,text/html; charset=utf-8,"prefer not to use cookies, you can disable them in your browser or delete them from your hard drive. You will still be able to access our sites. Save Settings Enable All & Save Clear Saved Settings Domestic Fees Mahi Ngātahi Home Domestic Fees Tuition fees for domestic students studying in 2026 1 To help you plan your study finances, please refer to each programme for the tuition fees for full-time or part-time study at Te Rito Maioha. Note: All fees are quoted include a New Zealand Goods and Ser",Domestic Fees,Domestic,2026,https://ecnz.ac.nz/domestic-fees,clean,direct fee HTML page,51.0,clean
6009.0,UCOL,Institute of Technology/Polytechnic,http://www.ucol.ac.nz/,Fees and Loans | UCOL,https://www.ucol.ac.nz/study-at-ucol/fund-your-study/fees-and-loans,HTML,Unknown,Unknown,Unknown,fee;fees;tuition;cost;costs;tuition fee,93,2026-05-14,200,[clean] direct fee HTML page,validated,146,text_kw:fee;text_kw:fees;text_kw:tuition;text_kw:cost;text_kw:costs;text_kw:student services levy;text_kw:levy;text_kw:tuition fee;strong_text:\binternational\s+tuition\s+fees?\b;strong_text:\btuition\s+fees?\b;student_type_signal,Fees and Loans | UCOL,Unknown,Certificate/Diploma/Foundation,Unknown,https://www.ucol.ac.nz/study-at-ucol/fund-your-study/fees-and-loans,text/html; charset=utf-8,"be slightly higher. Akonga with unpaid fees who are preparing to graduate must note that while your award will be confirmed, your graduation certificate and academic record will be withheld until outstanding fees have been paid. Got questions about UCOL’s tuition fees? We’re here to help — just get in touch! Additional costs for your study at UCOL Some programmes may have extra costs — like textbooks, stationery, or uniforms — that aren’t included in your general tuition fees. Where possible, these costs ar",Fees and Loans | UCOL,Unknown,Unknown,https://ucol.ac.nz/study-at-ucol/fund-your-study/fees-and-loans,clean,direct fee HTML page,151.0,clean
7001.0,University of Auckland,University,http://www.auckland.ac.nz/,Tuition fees – University of Auckland,https://www.auckland.ac.nz/en/study/fees-and-money-matters/tuition-fees.html,HTML,Unknown,Unknown,Unknown,fee;fees;tuition;tuition fee,45,2026-05-15,200,[clean] direct fee HTML page,validated,70,text_kw:fee;text_kw:fees;text_kw:tuition;text_kw:tuition fee;strong_text:\btuition\s+fees?\b,Tuition fees – University of Auckland,Unknown,Unknown,Unknown,https://www.auckland.ac.nz/en/study/fees-and-money-matters/tuition-fees.html,text/html;charset=utf-8,Tuition fees – University of Auckland Accessibility Links Skip to site search Skip to main content Waipapa Taumata Rau University of Auckland Open Main Menu Toggle Search Sign in Sign in Canvas Staff intranet Open application menu Studen,Tuition fees – University of Auckland,Unknown,Unknown,https://auckland.ac.nz/en/study/fees-and-money-matters/tuition-fees.html,clean,direct fee HTML page,75.0,clean
7005.0,University of Canterbury,University,http://www.canterbury.ac.nz/,"Domestic tuition fees 20 April 2026 You will pay domestic tuition fees if you are a NZ citizen or you have Australian citizenship, NZ Residence Class Visa or Australian Permanent Residence and you live in NZ while studying at UC.",https://www.canterbury.ac.nz/study/getting-started/study-and-living-costs/study-costs/domestic-tuition-fees,HTML,Domestic,Unknown,2026,fee;fees;tuition;cost;costs;tuition fee,153,2026-05-15,200,[clean] direct fee HTML page,validated,126,text_kw:fee;text_kw:fees;text_kw:tuition;text_kw:cost;text_kw:costs;text_kw:study cost;text_kw:study costs;text_kw:tuition fee;strong_text:\bdomestic\s+tuition\s+fees?\b;strong_text:\btuition\s+fees?\b;strong_text:\bstudy\s+costs?\b;student_type_signal;negative_content,Domestic tuition fees | UC,Both,Postgraduate,2026,https://www.canterbury.ac.nz/study/getting-started/study-and-living-costs/study-costs/domestic-tuition-fees,text/html;charset=utf-8,Domestic tuition fees | UC Skip to main content Future students Current students International Postgraduates Alumni UC Online Staff About UC Mō UC About UC Mō UC keyboard_arrow_right About UC overview About UC Why UC? Our story What we do,Domestic tuition fees | UC,Both,2026,https://canterbury.ac.nz/study/getting-started/study-and-living-costs/study-costs/domestic-tuition-fees,clean,direct fee HTML page,131.0,clean
7005.0,University of Canterbury,University,http://www.canterbury.ac.nz/,International tuition fees,https://www.canterbury.ac.nz/study/getting-started/study-and-living-costs/study-costs/international-tuition-fees,HTML,International,Unknown,Unknown,fee;fees;tuition;cost;costs;tuition fee,143,2026-05-15,200,[clean] direct fee HTML page,validated,126,text_kw:fee;text_kw:fees;text_kw:tuition;text_kw:cost;text_kw:costs;text_kw:study cost;text_kw:study costs;text_kw:tuition fee;strong_text:\binternational\s+tuition\s+fees?\b;strong_text:\btuition\s+fees?\b;strong_text:\bstudy\s+costs?\b;student_type_signal;negative_content,International tuition fees | UC,International,Postgraduate,Unknown,https://www.canterbury.ac.nz/study/getting-started/study-and-living-costs/study-costs/international-tuition-fees,text/html;charset=utf-8,International tuition fees | UC Skip to main content Future students Current students International Postgraduates Alumni UC Online Staff About UC Mō UC About UC Mō UC keyboard_arrow_right About UC overview About UC Why UC? Our story What we do,International tuition fees | UC,International,Unknown,https://canterbury.ac.nz/study/getting-started/study-and-living-costs/study-costs/international-tuition-fees,clean,direct fee HTML page,131.0,clean
7007.0,University of Otago,University,http://www.otago.ac.nz/,Domestic tuition fees Annual tuition fees for domestic students and how fees are calculated,https://www.otago.ac.nz/study/fees/domestic-tuition-fees,HTML,Domestic,Unknown,Unknown,fee;fees;tuition;tuition fee,102,2026-05-15,200,[clean] direct fee HTML page,validated,76,text_kw:fee;text_kw:fees;text_kw:tuition;text_kw:tuition fee;strong_text:\btuition\s+fees?\b;student_type_signal,Domestic student tuition fees | University of Otago,Domestic,Unknown,Unknown,https://www.otago.ac.nz/study/fees/domestic-tuition-fees,text/html; charset=utf-8,Domestic student tuition fees | University of Otago Red X icon Green tick icon Yellow tick icon Skip to main content Skip to side navigation --> Current students Staff Alumni Library Contact --> --> Home Clear search Toggle search --> --> --> Ope,Domestic student tuition fees | University of Otago,Domestic,Unknown,https://otago.ac.nz/study/fees/domestic-tuition-fees,clean,direct fee HTML page,81.0,clean
